city,country,date,day,encore2_song_count,encore_song_count,month,rating,relative_date,set1_song_count,set2_song_count,set3_song_count,state,total_song_count,venue,year
Burlington,USA,1989-02-06,6,0.0,1.0,2,3.8421,30 years ago,7.0,7.0,9.0,VT,24.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Burlington,USA,1989-02-07,7,0.0,1.0,2,3.8182,30 years ago,9.0,11.0,6.0,VT,27.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-02-10,10,,,2,,,,,,,,,1989
Northampton,USA,1989-02-11,11,0.0,0.0,2,1.0,30 years ago,2.0,0.0,0.0,MA,2.0,"<a href=""http://phish.net/venue/581/Sheehan%27s"">Sheehan's</a>",1989
Newmarket,USA,1989-02-17,17,0.0,0.0,2,3.75,30 years ago,10.0,0.0,0.0,NH,10.0,"<a href=""http://phish.net/venue/582/Old_Stone_Church"">Old Stone Church</a>",1989
Newmarket,USA,1989-02-18,18,0.0,1.0,2,2.1111,30 years ago,10.0,8.0,3.0,NH,22.0,"<a href=""http://phish.net/venue/582/Old_Stone_Church"">Old Stone Church</a>",1989
Burlington,USA,1989-02-23,23,0.0,0.0,2,3.0,30 years ago,2.0,0.0,0.0,VT,2.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Burlington,USA,1989-02-24,24,0.0,0.0,2,2.6667,30 years ago,10.0,4.0,0.0,VT,14.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-02-25,25,,,2,,,,,,,,,1989
Waitsfield,USA,1989-03-01,1,0.0,7.0,3,4.1818,30 years ago,7.0,8.0,7.0,VT,29.0,"<a href=""http://phish.net/venue/13/Gallagher%27s"">Gallagher's</a>",1989
Burlington,USA,1989-03-03,3,0.0,1.0,3,2.5556,30 years ago,13.0,12.0,0.0,VT,26.0,"<a href=""http://phish.net/venue/450/Living_and_Learning_Center%2C_University_of_Vermont"">Living and Learning Center, University of Vermont</a>",1989
New York,USA,1989-03-04,4,0.0,0.0,3,3.2,30 years ago,8.0,5.0,0.0,NY,13.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1989
Unknown,USA,1989-03-05,5,0.0,0.0,3,3.5,30 years ago,0.0,0.0,0.0,NJ,0.0,"<a href=""http://phish.net/venue/780/Anastasio%27s_House"">Anastasio's House</a>",1989
,,1989-03-11,11,,,3,,,,,,,,,1989
Burlington,USA,1989-03-12,12,0.0,0.0,3,1.8462,30 years ago,10.0,0.0,0.0,VT,10.0,"<a href=""http://phish.net/venue/2/Nectar%27s"">Nectar's</a>",1989
Burlington,USA,1989-03-13,13,0.0,1.0,3,2.5,30 years ago,5.0,6.0,3.0,VT,15.0,"<a href=""http://phish.net/venue/2/Nectar%27s"">Nectar's</a>",1989
Burlington,USA,1989-03-14,14,0.0,1.0,3,2.6364,30 years ago,12.0,2.0,7.0,VT,22.0,"<a href=""http://phish.net/venue/2/Nectar%27s"">Nectar's</a>",1989
Boston,USA,1989-03-24,24,0.0,0.0,3,1.0909,30 years ago,10.0,0.0,0.0,MA,10.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1989
,,1989-03-25,25,,,3,,,,,,,,,1989
Burlington,USA,1989-03-30,30,0.0,1.0,3,2.4444,30 years ago,8.0,8.0,6.0,VT,23.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Burlington,USA,1989-03-31,31,0.0,0.0,3,1.0,30 years ago,1.0,0.0,0.0,VT,1.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Northampton,USA,1989-04-01,1,0.0,0.0,4,1.0,30 years ago,1.0,0.0,0.0,MA,1.0,"<a href=""http://phish.net/venue/584/10_Below"">10 Below</a>",1989
,,1989-04-02,2,,,4,,,,,,,,,1989
Newmarket,USA,1989-04-07,7,0.0,0.0,4,4.0,30 years ago,2.0,0.0,0.0,NH,2.0,"<a href=""http://phish.net/venue/582/Old_Stone_Church"">Old Stone Church</a>",1989
Rutland,USA,1989-04-13,13,0.0,0.0,4,1.0,30 years ago,4.0,0.0,0.0,VT,4.0,"<a href=""http://phish.net/venue/586/Valley_Club_Cafe"">Valley Club Cafe</a>",1989
Johnson,USA,1989-04-14,14,0.0,0.0,4,3.9333,30 years ago,9.0,10.0,0.0,VT,19.0,"<a href=""http://phish.net/venue/461/The_Base_Lodge%2C_Stearns_Hall%2C_Johnson_State_College"">The Base Lodge, Stearns Hall, Johnson State College</a>",1989
Burlington,USA,1989-04-15,15,0.0,0.0,4,2.9,30 years ago,15.0,9.0,0.0,VT,24.0,"<a href=""http://phish.net/venue/434/Billings_Lounge%2C_University_of_Vermont"">Billings Lounge, UVM</a>",1989
Somerville,USA,1989-04-19,19,0.0,0.0,4,1.0,30 years ago,1.0,0.0,0.0,MA,1.0,"<a href=""http://phish.net/venue/588/Johnny_D%27s"">Johnny D's</a>",1989
Amherst,USA,1989-04-20,20,0.0,0.0,4,4.1538,30 years ago,12.0,10.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/468/Humphries_House_%28The_Zoo%29%2C_Amherst_College"">Humphries House (The Zoo), Amherst College</a>",1989
Burlington,USA,1989-04-21,21,0.0,0.0,4,3.6,30 years ago,2.0,0.0,0.0,VT,2.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-04-22,22,,,4,,,,,,,,,1989
Durham,USA,1989-04-27,27,0.0,2.0,4,3.9375,30 years ago,11.0,0.0,0.0,NH,13.0,"<a href=""http://phish.net/venue/590/Strafford_Room%2C_Memorial_Union_Building%2C_University_of_New_Hampshire"">Strafford Room, Memorial Union Building, University of New Hampshire</a>",1989
,,1989-04-28,28,,,4,,,,,,,,,1989
,,1989-04-29,29,,,4,,,,,,,,,1989
Cambridge,USA,1989-04-30,30,0.0,1.0,4,3.0,30 years ago,9.0,0.0,0.0,MA,10.0,"<a href=""http://phish.net/venue/592/Night_Stage"">Night Stage</a>",1989
Northampton,USA,1989-05-01,1,0.0,1.0,5,2.4,30 years ago,12.0,9.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/233/Pearl_Street_Ballroom"">Pearl Street Ballroom</a>",1989
Lancaster,USA,1989-05-03,3,0.0,0.0,5,1.0,30 years ago,4.0,0.0,0.0,PA,4.0,"<a href=""http://phish.net/venue/594/Tent_Party%2C_Franklin_%26_Marshall_College"">Tent Party, Franklin & Marshall College</a>",1989
Clinton,USA,1989-05-05,5,0.0,0.0,5,3.25,30 years ago,10.0,4.0,0.0,NY,14.0,"<a href=""http://phish.net/venue/595/Sigma_Phi_House%2C_Hamilton_College"">Sigma Phi House, Hamilton College</a>",1989
Hanover,USA,1989-05-06,6,0.0,0.0,5,2.3,30 years ago,13.0,8.0,0.0,NH,21.0,"<a href=""http://phish.net/venue/436/Collis_Center%2C_Dartmouth_College"">Collis Center, Dartmouth College</a>",1989
,,1989-05-07,7,,,5,,,,,,,,,1989
,,1989-05-08,8,,,5,,,,,,,,,1989
Burlington,USA,1989-05-09,9,0.0,0.0,5,3.5833,30 years ago,9.0,14.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-05-11,11,,,5,,,,,,,,,1989
Syracuse,USA,1989-05-13,13,0.0,1.0,5,3.4167,30 years ago,14.0,7.0,0.0,NY,22.0,"<a href=""http://phish.net/venue/593/The_Orange_Grove"">The Orange Grove</a>",1989
Amherst,USA,1989-05-14,14,0.0,0.0,5,1.0,30 years ago,7.0,0.0,0.0,MA,7.0,"<a href=""http://phish.net/venue/165/Campus_Pond%2C_University_of_Massachusetts"">UMass Campus Pond</a>",1989
,,1989-05-18,18,,,5,,,,,,,,,1989
Newport,USA,1989-05-19,19,0.0,0.0,5,1.0,30 years ago,2.0,0.0,0.0,RI,2.0,"<a href=""http://phish.net/venue/598/The_Blue_Pelican"">The Blue Pelican</a>",1989
Northfield,USA,1989-05-20,20,0.0,1.0,5,2.4286,30 years ago,10.0,9.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/599/Northfield%2FMt._Hermon_School_Gymnasium"">Northfield/Mt. Hermon School Gymnasium</a>",1989
Burlington,USA,1989-05-21,21,0.0,0.0,5,2.8,30 years ago,13.0,2.0,0.0,VT,15.0,"<a href=""http://phish.net/venue/600/320_Spear_Street"">320 Spear Street</a>",1989
Rutland,USA,1989-05-26,26,0.0,1.0,5,4.0,30 years ago,9.0,6.0,4.0,VT,20.0,"<a href=""http://phish.net/venue/586/Valley_Club_Cafe"">Valley Club Cafe</a>",1989
Hartford,USA,1989-05-27,27,0.0,0.0,5,2.375,30 years ago,11.0,0.0,0.0,CT,11.0,"<a href=""http://phish.net/venue/601/Alpha_Delta_Phi_Fraternity%2C_Trinity_College"">Alpha Delta Phi Fraternity</a>",1989
Hebron,USA,1989-05-28,28,0.0,0.0,5,4.3421,30 years ago,9.0,17.0,6.0,NY,32.0,"<a href=""http://phish.net/venue/609/Ian_McLean%27s_Party%2C_Connie_Condon%27s_Farm"">Ian McLean's Party, Connie Condon's Farm</a>",1989
,,1989-05-30,30,,,5,,,,,,,,,1989
,,1989-06-03,3,,,6,,,,,,,,,1989
,,1989-06-08,8,,,6,,,,,,,,,1989
Providence,USA,1989-06-10,10,0.0,0.0,6,2.9231,30 years ago,7.0,0.0,0.0,RI,7.0,"<a href=""http://phish.net/venue/32/The_Living_Room"">The Living Room</a>",1989
Burlington,USA,1989-06-14,14,0.0,0.0,6,1.0,30 years ago,0.0,0.0,0.0,VT,0.0,"<a href=""http://phish.net/venue/611/Private_Party%2C_Stone_High_School_Graduation"">Private Party, Stone High School Graduation</a>",1989
,,1989-06-16,16,,,6,,,,,,,,,1989
,,1989-06-17,17,,,6,,,,,,,,,1989
Boston,USA,1989-06-23,23,0.0,2.0,6,3.7368,30 years ago,11.0,7.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1989
Burlington,USA,1989-06-29,29,0.0,0.0,6,1.1429,30 years ago,3.0,0.0,0.0,VT,3.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Northampton,USA,1989-06-30,30,0.0,0.0,6,3.9375,30 years ago,7.0,8.0,0.0,MA,15.0,"<a href=""http://phish.net/venue/233/Pearl_Street_Ballroom"">Pearl Street Ballroom</a>",1989
Montréal,,1989-07-01,1,0.0,2.0,7,3.3333,30 years ago,12.0,0.0,0.0,Québec,14.0,"<a href=""http://phish.net/venue/612/Les_Foufounes_%C3%89lectriques"">Les Foufounes Électriques</a>",1989
,,1989-08-11,11,,,8,,,,,,,,,1989
Burlington,USA,1989-08-12,12,0.0,0.0,8,3.0769,30 years ago,9.0,11.0,4.0,VT,24.0,"<a href=""http://phish.net/venue/615/Burlington_Boathouse"">Burlington Boathouse</a>",1989
,,1989-08-13,13,,,8,,,,,,,,,1989
Burlington,USA,1989-08-17,17,0.0,2.0,8,2.8182,30 years ago,9.0,6.0,10.0,VT,27.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-08-18,18,,,8,,,,,,,,,1989
Hanover,USA,1989-08-19,19,0.0,0.0,8,3.0,30 years ago,13.0,13.0,0.0,NH,26.0,"<a href=""http://phish.net/venue/436/Collis_Center%2C_Dartmouth_College"">Collis Center, Dartmouth College</a>",1989
,,1989-08-23,23,,,8,,,,,,,,,1989
,,1989-08-25,25,,,8,,,,,,,,,1989
Townshend,USA,1989-08-26,26,0.0,3.0,8,4.4935,30 years ago,8.0,9.0,5.0,VT,25.0,"<a href=""http://phish.net/venue/330/Townshend_Family_Park"">Townshend Family Park</a>",1989
,,1989-09-01,1,,,9,,,,,,,,,1989
,,1989-09-02,2,,,9,,,,,,,,,1989
,,1989-09-06,6,,,9,,,,,,,,,1989
,,1989-09-07,7,,,9,,,,,,,,,1989
,,1989-09-08,8,,,9,,,,,,,,,1989
Bennington,USA,1989-09-09,9,0.0,0.0,9,3.0909,30 years ago,12.0,9.0,0.0,VT,21.0,"<a href=""http://phish.net/venue/624/Dining_Commons%2C_Bennington_College"">Dining Commons, Bennington College</a>",1989
,,1989-09-13,13,,,9,,,,,,,,,1989
Medford,USA,1989-09-14,14,0.0,0.0,9,1.2222,30 years ago,9.0,2.0,0.0,MA,11.0,"<a href=""http://phish.net/venue/626/MacPhie_Pub%2C_Tufts_University"">MacPhie Pub, Tufts University</a>",1989
Portland,USA,1989-09-16,16,0.0,0.0,9,1.0,30 years ago,2.0,0.0,0.0,ME,2.0,"<a href=""http://phish.net/venue/20/Tree_Cafe"">Tree Cafe</a>",1989
,,1989-09-20,20,,,9,,,,,,,,,1989
Northampton,USA,1989-09-21,21,0.0,1.0,9,3.0,30 years ago,11.0,9.0,0.0,MA,21.0,"<a href=""http://phish.net/venue/233/Pearl_Street_Ballroom"">Pearl Street Ballroom</a>",1989
Burlington,USA,1989-10-01,1,0.0,1.0,10,4.0,30 years ago,14.0,11.0,0.0,VT,26.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Boston,USA,1989-10-06,6,0.0,1.0,10,1.6667,30 years ago,0.0,13.0,0.0,MA,14.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1989
Lewiston,USA,1989-10-07,7,0.0,1.0,10,3.0,30 years ago,13.0,9.0,0.0,ME,23.0,"<a href=""http://phish.net/venue/638/Chase_Hall%2C_Bates_College"">Chase Hall, Bates College</a>",1989
Burlington,USA,1989-10-10,10,0.0,1.0,10,2.2,30 years ago,14.0,0.0,0.0,VT,15.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Keene,USA,1989-10-12,12,0.0,1.0,10,4.0,30 years ago,8.0,7.0,0.0,NH,16.0,"<a href=""http://phish.net/venue/42/Mabel_Brown_Room%2C_Keene_State_College"">Mabel Brown Room, Keene State College</a>",1989
Syracuse,USA,1989-10-13,13,0.0,0.0,10,1.0,30 years ago,4.0,8.0,0.0,NY,12.0,"<a href=""http://phish.net/venue/597/Copperfield%27s"">Copperfield's</a>",1989
Geneva,USA,1989-10-14,14,0.0,0.0,10,3.1111,30 years ago,13.0,4.0,0.0,NY,17.0,"<a href=""http://phish.net/venue/639/The_Barn%2C_Hobart_College"">The Barn, Hobart College</a>",1989
Burlington,USA,1989-10-20,20,0.0,0.0,10,3.625,30 years ago,9.0,9.0,4.0,VT,22.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Burlington,USA,1989-10-21,21,0.0,0.0,10,2.6667,30 years ago,10.0,11.0,0.0,VT,21.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
Burlington,USA,1989-10-22,22,0.0,3.0,10,2.8182,30 years ago,14.0,10.0,0.0,VT,27.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
New York,USA,1989-10-26,26,0.0,0.0,10,4.1,30 years ago,11.0,15.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1989
Poughkeepsie,USA,1989-10-28,28,0.0,0.0,10,3.5,30 years ago,9.0,1.0,0.0,NY,10.0,"<a href=""http://phish.net/venue/48/The_Chance"">The Chance</a>",1989
Plainfield,USA,1989-10-31,31,0.0,4.0,10,3.7895,30 years ago,9.0,10.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/347/Goddard_College"">Goddard College</a>",1989
Durham,USA,1989-11-02,2,0.0,0.0,11,3.5,30 years ago,11.0,11.0,0.0,NH,22.0,"<a href=""http://phish.net/venue/1371/Granite_State_Room%2C_Memorial_Union_Building%2C_University_of_New_Hampshire"">Granite State Room, UNH</a>",1989
Portland,USA,1989-11-03,3,0.0,0.0,11,3.0833,30 years ago,10.0,6.0,0.0,ME,16.0,"<a href=""http://phish.net/venue/20/Tree_Cafe"">Tree Cafe</a>",1989
,,1989-11-04,4,,,11,,,,,,,,,1989
Williamstown,USA,1989-11-09,9,0.0,1.0,11,2.4615,30 years ago,9.0,9.0,0.0,MA,19.0,"<a href=""http://phish.net/venue/646/Mission_Park_Dining_Hall%2C_Williams_College"">Mission Park Dining Hall, Williams College</a>",1989
Clinton,USA,1989-11-10,10,2.0,2.0,11,3.0833,30 years ago,10.0,12.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/595/Sigma_Phi_House%2C_Hamilton_College"">Sigma Phi House, Hamilton College</a>",1989
Burlington,USA,1989-11-11,11,0.0,0.0,11,1.8,30 years ago,8.0,0.0,0.0,VT,8.0,"<a href=""http://phish.net/venue/277/Patrick_Gymnasium%2C_University_of_Vermont"">Patrick Gymnasium, University of Vermont</a>",1989
Northampton,USA,1989-11-16,16,0.0,0.0,11,1.8889,29 years ago,11.0,4.0,0.0,MA,15.0,"<a href=""http://phish.net/venue/233/Pearl_Street_Ballroom"">Pearl Street Ballroom</a>",1989
Ardmore,USA,1989-11-18,18,0.0,0.0,11,1.0,29 years ago,11.0,0.0,0.0,PA,11.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1989
Boston,USA,1989-11-30,30,0.0,2.0,11,3.2308,29 years ago,11.0,11.0,0.0,MA,24.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1989
Boston,USA,1989-12-01,1,0.0,2.0,12,3.1111,29 years ago,9.0,12.0,0.0,MA,23.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1989
,,1989-12-02,2,,,12,,,,,,,,,1989
Burlington,USA,1989-12-03,3,0.0,2.0,12,2.2857,29 years ago,9.0,14.0,0.0,VT,25.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1989
,,1989-12-04,4,,,12,,,,,,,,,1989
,,1989-12-06,6,,,12,,,,,,,,,1989
Baltimore,USA,1989-12-07,7,0.0,1.0,12,3.375,29 years ago,13.0,10.0,0.0,MD,24.0,"<a href=""http://phish.net/venue/45/8x10_Club"">8x10 Club</a>",1989
Poultney,USA,1989-12-08,8,0.0,2.0,12,2.7692,29 years ago,11.0,7.0,0.0,VT,20.0,"<a href=""http://phish.net/venue/649/Withey_Hall_Dining_Room%2C_Green_Mountain_College"">Withey Hall Dining Room, Green Mountain College</a>",1989
Castleton,USA,1989-12-09,9,0.0,2.0,12,2.8571,29 years ago,10.0,10.0,0.0,VT,22.0,"<a href=""http://phish.net/venue/650/Huden_Dining_Hall%2C_Castleton_State_College"">Huden Dining Hall, Castleton State College</a>",1989
New York,USA,1989-12-15,15,0.0,0.0,12,3.2308,29 years ago,10.0,8.0,0.0,NY,18.0,"<a href=""http://phish.net/venue/651/Ukrainian_National_Home"">Ukrainian National Home</a>",1989
Burlington,USA,1989-12-16,16,0.0,1.0,12,2.2222,29 years ago,9.0,0.0,0.0,VT,10.0,"<a href=""http://phish.net/venue/652/Contois_Auditorium%2C_City_Hall"">Contois Auditorium, City Hall</a>",1989
Ardmore,USA,1989-12-29,29,0.0,0.0,12,2.4,29 years ago,10.0,0.0,0.0,PA,10.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1989
New York,USA,1989-12-30,30,0.0,4.0,12,3.0,29 years ago,2.0,9.0,0.0,NY,15.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1989
Boston,USA,1989-12-31,31,0.0,1.0,12,3.0,29 years ago,10.0,8.0,0.0,MA,19.0,"<a href=""http://phish.net/venue/151/Boston_World_Trade_Center_Exhibition_Hall"">World Trade Center</a>",1989
,,1990-01-02,2,,,1,,,,,,,,,1990
,,1990-01-13,13,,,1,,,,,,,,,1990
,,1990-01-19,19,,,1,,,,,,,,,1990
Hanover,USA,1990-01-20,20,0.0,1.0,1,3.3684,29 years ago,8.0,11.0,0.0,NH,20.0,"<a href=""http://phish.net/venue/15/Webster_Hall%2C_Dartmouth_College"">Webster Hall, Dartmouth College</a>",1990
Old Town,USA,1990-01-25,25,0.0,2.0,1,2.2,29 years ago,13.0,8.0,0.0,ME,23.0,"<a href=""http://phish.net/venue/579/Penny_Post"">Penny Post</a>",1990
Portland,USA,1990-01-26,26,0.0,0.0,1,3.1538,29 years ago,5.0,10.0,0.0,ME,15.0,"<a href=""http://phish.net/venue/20/Tree_Cafe"">Tree Cafe</a>",1990
Burlington,USA,1990-01-27,27,0.0,1.0,1,3.1429,29 years ago,13.0,7.0,0.0,VT,21.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Burlington,USA,1990-01-28,28,0.0,2.0,1,3.9412,29 years ago,9.0,10.0,0.0,VT,21.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Ithaca,USA,1990-01-29,29,0.0,2.0,1,2.5,29 years ago,8.0,0.0,0.0,NY,10.0,"<a href=""http://phish.net/venue/24/The_Haunt"">The Haunt</a>",1990
,,1990-01-31,31,,,1,,,,,,,,,1990
Athens,USA,1990-02-01,1,0.0,0.0,2,2.4444,29 years ago,12.0,0.0,0.0,GA,12.0,"<a href=""http://phish.net/venue/25/The_Georgia_Theatre"">The Georgia Theatre</a>",1990
,,1990-02-02,2,,,2,,,,,,,,,1990
Atlanta,USA,1990-02-03,3,0.0,0.0,2,3.5,29 years ago,3.0,0.0,0.0,GA,3.0,"<a href=""http://phish.net/venue/326/The_Cotton_Club"">The Cotton Club</a>",1990
,,1990-02-04,4,,,2,,,,,,,,,1990
Charleston,USA,1990-02-05,5,0.0,0.0,2,2.8,29 years ago,13.0,0.0,0.0,SC,13.0,"<a href=""http://phish.net/venue/27/Myskyn%27s"">Myskyn's</a>",1990
,,1990-02-07,7,,,2,,,,,,,,,1990
Richmond,USA,1990-02-08,8,0.0,0.0,2,3.6667,29 years ago,9.0,0.0,0.0,VA,9.0,"<a href=""http://phish.net/venue/56/The_Jade_Elephant"">The Jade Elephant</a>",1990
Lancaster,USA,1990-02-09,9,0.0,1.0,2,3.1667,29 years ago,12.0,11.0,0.0,PA,24.0,"<a href=""http://phish.net/venue/28/Chameleon_Club"">Chameleon Club</a>",1990
Ardmore,USA,1990-02-10,10,0.0,2.0,2,2.8462,29 years ago,10.0,10.0,0.0,PA,22.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1990
Providence,USA,1990-02-15,15,0.0,1.0,2,2.2143,29 years ago,10.0,5.0,0.0,RI,16.0,"<a href=""http://phish.net/venue/32/The_Living_Room"">The Living Room</a>",1990
Boston,USA,1990-02-16,16,0.0,2.0,2,2.6923,29 years ago,7.0,7.0,0.0,MA,16.0,"<a href=""http://phish.net/venue/33/The_Paradise"">The Paradise</a>",1990
Amherst,USA,1990-02-17,17,0.0,3.0,2,3.9231,29 years ago,7.0,6.0,0.0,MA,16.0,"<a href=""http://phish.net/venue/41/Student_Union_Ballroom%2C_University_of_Massachusetts"">Student Union Ballroom, University of Massachusetts</a>",1990
Keene,USA,1990-02-22,22,0.0,0.0,2,3.0,29 years ago,9.0,0.0,0.0,NH,9.0,"<a href=""http://phish.net/venue/42/Mabel_Brown_Room%2C_Keene_State_College"">Mabel Brown Room, Keene State College</a>",1990
Haverford,USA,1990-02-23,23,0.0,3.0,2,3.2,29 years ago,13.0,11.0,0.0,PA,27.0,"<a href=""http://phish.net/venue/43/Dining_Center%2C_Haverford_College"">Dining Center, Haverford College</a>",1990
Washington,USA,1990-02-24,24,0.0,0.0,2,2.8182,29 years ago,9.0,11.0,0.0,DC,20.0,"<a href=""http://phish.net/venue/44/The_Bayou"">The Bayou</a>",1990
Baltimore,USA,1990-02-25,25,0.0,0.0,2,3.6923,29 years ago,11.0,6.0,0.0,MD,17.0,"<a href=""http://phish.net/venue/45/8x10_Club"">8x10 Club</a>",1990
New Haven,USA,1990-03-01,1,0.0,1.0,3,2.9167,29 years ago,7.0,8.0,0.0,CT,16.0,"<a href=""http://phish.net/venue/47/Toad%27s_Place"">Toad's Place</a>",1990
Poughkeepsie,USA,1990-03-02,2,0.0,1.0,3,3.5,29 years ago,8.0,7.0,0.0,NY,16.0,"<a href=""http://phish.net/venue/48/The_Chance"">The Chance</a>",1990
New York,USA,1990-03-03,3,0.0,1.0,3,3.8571,29 years ago,12.0,7.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1990
Ithaca,USA,1990-03-05,5,0.0,0.0,3,1.0,29 years ago,1.0,0.0,0.0,NY,1.0,"<a href=""http://phish.net/venue/24/The_Haunt"">The Haunt</a>",1990
Durham,USA,1990-03-07,7,0.0,1.0,3,2.4,29 years ago,6.0,9.0,0.0,NH,16.0,"<a href=""http://phish.net/venue/80/Field_House%2C_University_of_New_Hampshire"">Field House, UNH</a>",1990
Saratoga Springs,USA,1990-03-08,8,0.0,2.0,3,2.1053,29 years ago,10.0,12.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/81/Aiko%27s"">Aiko's</a>",1990
Burlington,USA,1990-03-09,9,0.0,1.0,3,3.3571,29 years ago,11.0,11.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Burlington,USA,1990-03-10,10,0.0,0.0,3,2.0,29 years ago,11.0,1.0,0.0,VT,12.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Burlington,USA,1990-03-11,11,0.0,1.0,3,3.0,29 years ago,13.0,13.0,0.0,VT,27.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
,,1990-03-16,16,,,3,,,,,,,,,1990
Ardmore,USA,1990-03-17,17,0.0,1.0,3,3.1538,29 years ago,10.0,6.0,0.0,PA,17.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1990
,,1990-03-27,27,,,3,,,,,,,,,1990
Granville,USA,1990-03-28,28,0.0,3.0,3,3.7368,29 years ago,12.0,13.0,0.0,OH,28.0,"<a href=""http://phish.net/venue/170/Beta_Theta_Pi_Frat_House_Party%2C_Denison_University"">Beta Hockey Team Party</a>",1990
Dayton,USA,1990-03-29,29,0.0,1.0,3,3.0,29 years ago,0.0,0.0,0.0,OH,1.0,"<a href=""http://phish.net/venue/58/Canal_Street_Tavern"">Canal Street Tavern</a>",1990
,,1990-03-30,30,,,3,,,,,,,,,1990
,,1990-03-31,31,,,3,,,,,,,,,1990
,,1990-04-01,1,,,4,,,,,,,,,1990
Boulder,USA,1990-04-04,4,0.0,2.0,4,3.3636,29 years ago,9.0,9.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/148/Quigley%27s%2C_University_of_Colorado"">Quigley's, University of Colorado</a>",1990
Boulder,USA,1990-04-05,5,0.0,1.0,4,3.6154,29 years ago,9.0,13.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/179/J.J._McCabe%27s"">J.J. McCabe's</a>",1990
Crested Butte,USA,1990-04-06,6,0.0,2.0,4,2.4,29 years ago,11.0,12.0,0.0,CO,25.0,"<a href=""http://phish.net/venue/180/El_Dorado_Caf%C3%A9"">El Dorado Café</a>",1990
Crested Butte,USA,1990-04-07,7,0.0,2.0,4,2.4444,29 years ago,13.0,12.0,0.0,CO,27.0,"<a href=""http://phish.net/venue/180/El_Dorado_Caf%C3%A9"">El Dorado Café</a>",1990
Telluride,USA,1990-04-08,8,0.0,2.0,4,3.2,29 years ago,8.0,10.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/60/Fly_Me_to_the_Moon_Saloon"">Fly Me to the Moon Saloon</a>",1990
Telluride,USA,1990-04-09,9,0.0,0.0,4,2.75,29 years ago,16.0,11.0,0.0,CO,27.0,"<a href=""http://phish.net/venue/60/Fly_Me_to_the_Moon_Saloon"">Fly Me to the Moon Saloon</a>",1990
,,1990-04-11,11,,,4,,,,,,,,,1990
